epoch,train_loss,train_acc,val_acc,time,seed
0,1.4609375,0.697265625,0.6796000003814697,0.4958568391799927,0
1,1.244140625,0.833984375,0.7328999638557434,0.9029940767288208,0
2,1.2412109375,0.8037109375,0.7831000089645386,1.309920132637024,0
3,1.1865234375,0.845703125,0.7773999571800232,1.6870326509475708,0
4,1.158203125,0.8681640625,0.825499951839447,2.062727017402649,0
5,1.140625,0.8662109375,0.8464999794960022,2.4388326997756957,0
6,1.0908203125,0.890625,0.8524999618530273,2.8147960176467897,0
7,1.0556640625,0.916015625,0.8852999806404114,3.1913178071975707,0
8,1.0390625,0.919921875,0.8916999697685242,3.5676385469436647,0
9,0.99169921875,0.951171875,0.9241999983787537,3.944475583076477,0
10,0.9580078125,0.96484375,0.9246000051498413,4.319972256660462,0
0,1.4287109375,0.705078125,0.685699999332428,0.5094092655181885,1
1,1.27734375,0.78125,0.7458999752998352,0.9186789493560792,1
2,1.21484375,0.8203125,0.7696999907493591,1.329477502822876,1
3,1.1689453125,0.857421875,0.8057999610900879,1.7050556888580322,1
4,1.1650390625,0.859375,0.776699960231781,2.0824627628326415,1
5,1.1044921875,0.8896484375,0.8504999876022339,2.4594887638092042,1
6,1.078125,0.8955078125,0.8420999646186829,2.8375761661529544,1
7,1.0732421875,0.91015625,0.885699987411499,3.2169799747467045,1
8,1.0234375,0.9326171875,0.8983999490737915,3.594421503067017,1
9,0.994140625,0.9521484375,0.916700005531311,3.9734989871978765,1
10,0.96826171875,0.9619140625,0.9240999817848206,4.351464166641236,1
0,1.412109375,0.7158203125,0.613099992275238,0.4998103923797607,2
1,1.232421875,0.826171875,0.8059999942779541,0.9098211345672607,2
2,1.251953125,0.8037109375,0.7172999978065491,1.3205834636688232,2
3,1.177734375,0.857421875,0.8136000037193298,1.6990910625457762,2
4,1.1533203125,0.8662109375,0.6972000002861023,2.0775274333953857,2
5,1.13671875,0.8642578125,0.8062999844551086,2.4565031719207764,2
6,1.0830078125,0.8955078125,0.8788999915122986,2.8339709453582764,2
7,1.0810546875,0.892578125,0.887999951839447,3.213232572555542,2
8,1.017578125,0.93359375,0.8986999988555908,3.5919671001434326,2
9,0.99853515625,0.9423828125,0.9229999780654907,3.97098309135437,2
10,0.95458984375,0.9736328125,0.9240999817848206,4.350336881637573,2
0,1.4130859375,0.7119140625,0.6931999921798706,0.5041556127071382,3
1,1.3232421875,0.7568359375,0.6743999719619751,0.9152094457149507,3
2,1.220703125,0.826171875,0.791700005531311,1.3268927953243257,3
3,1.1826171875,0.8525390625,0.7872999906539917,1.7065950658321383,3
4,1.119140625,0.880859375,0.8453999757766724,2.085062961339951,3
5,1.126953125,0.869140625,0.8497999906539917,2.463597202062607,3
6,1.0693359375,0.9091796875,0.8515999913215637,2.8412188451290135,3
7,1.0634765625,0.908203125,0.8575999736785889,3.219886173009873,3
8,1.001953125,0.9501953125,0.8761000037193298,3.599469485998154,3
9,0.99365234375,0.9541015625,0.9199999570846558,3.9802475316524513,3
10,0.94970703125,0.978515625,0.9287999868392944,4.358714328527451,3
0,1.4013671875,0.734375,0.6904999613761902,0.4996404569149018,4
1,1.228515625,0.826171875,0.7820999622344971,0.911336532354355,4
2,1.19921875,0.859375,0.7479000091552734,1.3236598966121675,4
3,1.197265625,0.8310546875,0.7347999811172485,1.7020445706844332,4
4,1.14453125,0.87109375,0.7979999780654907,2.081795455694199,4
5,1.1123046875,0.8837890625,0.8429999947547913,2.462590163946152,4
6,1.0673828125,0.912109375,0.8481999635696411,2.8415935208797456,4
7,1.0654296875,0.9072265625,0.8788999915122986,3.2209448087215424,4
8,1.025390625,0.9296875,0.8982999920845032,3.6005778958797454,4
9,1.0068359375,0.9453125,0.9253000020980835,3.982109298467636,4
10,0.9453125,0.9765625,0.920799970626831,4.361706527471542,4
0,1.419921875,0.720703125,0.6814000010490417,0.4162352573871613,5
1,1.240234375,0.8154296875,0.6995999813079834,0.8285925266742706,5
2,1.228515625,0.822265625,0.758899986743927,1.243766934633255,5
3,1.154296875,0.857421875,0.8326999545097351,1.62261239361763,5
4,1.15234375,0.861328125,0.8381999731063843,2.0046144077777863,5
5,1.126953125,0.8662109375,0.8542999625205994,2.3838844883441928,5
6,1.1005859375,0.8916015625,0.8690999746322632,2.7642124912738804,5
7,1.06640625,0.90234375,0.8887999653816223,3.1438868687152866,5
8,1.0361328125,0.9150390625,0.887499988079071,3.5245621922016146,5
9,0.98828125,0.9482421875,0.9197999835014343,3.9063159763813022,5
10,0.970703125,0.9521484375,0.9274999499320984,4.286363339662552,5
0,1.41796875,0.70703125,0.6696000099182129,0.5058124160766602,6
1,1.2548828125,0.8134765625,0.7770999670028687,0.918783821105957,6
2,1.193359375,0.830078125,0.823199987411499,1.3334510269165039,6
3,1.1904296875,0.833984375,0.840399980545044,1.714606575012207,6
4,1.1513671875,0.8583984375,0.8033999800682068,2.0957212600708006,6
5,1.1181640625,0.876953125,0.8531000018119812,2.478667640686035,6
6,1.076171875,0.904296875,0.8698999881744385,2.860575569152832,6
7,1.07421875,0.91015625,0.8880999684333801,3.242432136535644,6
8,1.0234375,0.931640625,0.8938999772071838,3.623342903137207,6
9,0.99072265625,0.958984375,0.924299955368042,4.0049243240356445,6
10,0.958984375,0.970703125,0.9296999573707581,4.385491096496582,6
0,1.4140625,0.7314453125,0.6545000076293945,0.5038808500766755,7
1,1.259765625,0.8017578125,0.7870000004768372,0.9184572966098786,7
2,1.2001953125,0.8447265625,0.7210999727249146,1.3330350859165192,7
3,1.1845703125,0.8466796875,0.8104000091552734,1.7150490934848786,7
4,1.146484375,0.8642578125,0.8246999979019165,2.0967588713169096,7
5,1.111328125,0.884765625,0.857699990272522,2.4777615873813628,7
6,1.0673828125,0.9072265625,0.8628000020980835,2.8598888761997223,7
7,1.06640625,0.9091796875,0.8798999786376953,3.2430557463169096,7
8,1.0224609375,0.927734375,0.8937999606132507,3.6241972258090973,7
9,0.99755859375,0.94921875,0.9193999767303467,4.007819174051285,7
10,0.94775390625,0.9716796875,0.9271999597549438,4.389206655740738,7
0,1.44921875,0.6748046875,0.6642999649047852,0.5044377737045289,8
1,1.2529296875,0.810546875,0.7716999650001526,0.9190793142318727,8
2,1.2236328125,0.8271484375,0.7595999836921692,1.333635802268982,8
3,1.1708984375,0.8525390625,0.8223999738693237,1.7152445669174194,8
4,1.1513671875,0.861328125,0.8204999566078186,2.097983458518982,8
5,1.091796875,0.8935546875,0.8556999564170837,2.4798683156967165,8
6,1.087890625,0.8916015625,0.8511999845504761,2.8619744863510133,8
7,1.07421875,0.9052734375,0.8705999851226807,3.2446107473373416,8
8,1.0205078125,0.93359375,0.884399950504303,3.626168150901795,8
9,1.0087890625,0.935546875,0.9273999929428101,4.00931796169281,8
10,0.95556640625,0.9677734375,0.9239999651908875,4.39060638332367,8
0,1.455078125,0.6865234375,0.6408999562263489,0.4189477376937866,9
1,1.2724609375,0.8076171875,0.7608000040054321,0.8320912618637085,9
2,1.2626953125,0.8125,0.5960999727249146,1.250754469871521,9
3,1.1611328125,0.85546875,0.8366999626159668,1.6328742818832396,9
4,1.15625,0.859375,0.8440999984741211,2.0195280599594114,9
5,1.08984375,0.9013671875,0.8654999732971191,2.402511092185974,9
6,1.080078125,0.896484375,0.8525999784469604,2.785780898094177,9
7,1.05078125,0.912109375,0.8788999915122986,3.1691479940414427,9
8,1.015625,0.939453125,0.9032999873161316,3.552208174705505,9
9,1.005859375,0.9375,0.9253999590873718,3.9361901082992548,9
0,1.478515625,0.6826171875,0.6646999716758728,0.5041691651344299,10
1,1.2353515625,0.82421875,0.7728999853134155,0.920046148777008,10
2,1.197265625,0.8427734375,0.802299976348877,1.3370080323219298,10
3,1.1875,0.8310546875,0.8071999549865723,1.7200608887672422,10
4,1.142578125,0.8681640625,0.8136000037193298,2.1027545838356017,10
5,1.130859375,0.861328125,0.7972999811172485,2.4866058716773987,10
6,1.09375,0.8935546875,0.8930000066757202,2.8695010437965394,10
7,1.078125,0.8974609375,0.877299964427948,3.253469030857086,10
8,1.0322265625,0.9208984375,0.8980000019073486,3.6371676087379456,10
9,0.99853515625,0.9462890625,0.9249999523162842,4.020296362400055,10
10,0.951171875,0.9765625,0.9262999892234802,4.404383337497711,10
0,1.4453125,0.703125,0.6398000121116638,0.5013422977924347,11
1,1.2392578125,0.8203125,0.777999997138977,0.9146795475482941,11
2,1.2548828125,0.8056640625,0.7181999683380127,1.3356079533100127,11
3,1.1630859375,0.865234375,0.776199996471405,1.7163423283100128,11
4,1.1201171875,0.888671875,0.8436999917030334,2.104796979188919,11
5,1.09765625,0.8955078125,0.8423999547958374,2.4874419376850128,11
6,1.08984375,0.890625,0.8761000037193298,2.8690852482318876,11
7,1.060546875,0.9130859375,0.8556999564170837,3.25538273358345,11
8,1.029296875,0.927734375,0.8996999859809875,3.6377207462787626,11
9,0.99853515625,0.94921875,0.9229999780654907,4.023455304384232,11
10,0.93994140625,0.9814453125,0.9253999590873718,4.405494336366654,11
0,1.4189453125,0.734375,0.6735999584197998,0.5046899886131287,12
1,1.2578125,0.802734375,0.7755999565124512,0.9204395003318788,12
2,1.2099609375,0.8271484375,0.7825999855995178,1.3412794966697694,12
3,1.1982421875,0.8427734375,0.7815999984741211,1.7239541182518008,12
4,1.1552734375,0.85546875,0.7953999638557434,2.108568833827973,12
5,1.1171875,0.888671875,0.8596999645233154,2.4917895674705512,12
6,1.07421875,0.9033203125,0.8172999620437622,2.8757606062889107,12
7,1.072265625,0.912109375,0.8793999552726746,3.259344224452973,12
8,1.0146484375,0.9326171875,0.8948999643325806,3.6425463423728948,12
9,0.99658203125,0.9482421875,0.9213999509811401,4.028567430019379,12
10,0.94775390625,0.96875,0.9247999787330627,4.411190446376801,12
0,1.45703125,0.6962890625,0.6789999604225159,0.5085124151706695,13
1,1.2529296875,0.822265625,0.8003000020980835,0.9220685369968413,13
2,1.185546875,0.845703125,0.7642999887466431,1.343576502084732,13
3,1.1708984375,0.8564453125,0.7882999777793884,1.7262590277194976,13
4,1.130859375,0.880859375,0.8435999751091003,2.112169580698013,13
5,1.134765625,0.8818359375,0.849399983882904,2.494682794809341,13
6,1.0751953125,0.90234375,0.8710999488830566,2.87891979432106,13
7,1.052734375,0.9140625,0.859499990940094,3.2639020941257475,13
8,1.0107421875,0.943359375,0.9023999571800232,3.647342920541763,13
9,0.98486328125,0.951171875,0.9230999946594238,4.03261315369606,13
10,0.955078125,0.9716796875,0.9246000051498413,4.415908899545669,13
0,1.4873046875,0.666015625,0.644599974155426,0.5070303268432618,14
1,1.2587890625,0.8037109375,0.670199990272522,0.9225006332397461,14
2,1.1875,0.8427734375,0.7407999634742737,1.3454150619506835,14
3,1.1708984375,0.8466796875,0.8023999929428101,1.7294235763549803,14
4,1.1787109375,0.841796875,0.7967000007629395,2.112530662536621,14
5,1.1240234375,0.87890625,0.8468999862670898,2.4976591415405274,14
6,1.0625,0.916015625,0.8522999882698059,2.8811010971069337,14
7,1.078125,0.8994140625,0.8812999725341797,3.266440544128418,14
8,1.02734375,0.93359375,0.9048999547958374,3.6506259384155273,14
9,1.001953125,0.9453125,0.9213999509811401,4.036085807800293,14
10,0.95068359375,0.966796875,0.9284999966621399,4.420398338317871,14
0,1.4443359375,0.701171875,0.654699981212616,0.509070280790329,15
1,1.2548828125,0.8046875,0.7356999516487122,0.9257101428508758,15
2,1.248046875,0.80859375,0.7640999555587769,1.3451792895793915,15
3,1.1748046875,0.8515625,0.8341999650001526,1.7283340442180632,15
4,1.142578125,0.8603515625,0.8186999559402466,2.1145319812297823,15
5,1.1357421875,0.87109375,0.8269999623298645,2.4992423999309543,15
6,1.0849609375,0.9013671875,0.865399956703186,2.8842729785442356,15
7,1.06640625,0.900390625,0.8811999559402466,3.268949278593064,15
8,1.0244140625,0.9296875,0.8858999609947205,3.6538886401653294,15
9,1.0146484375,0.9296875,0.921999990940094,4.039060728788376,15
10,0.958984375,0.9619140625,0.9246999621391296,4.42361828494072,15
