brightness,contrast,seed,time_to_target,epoch_to_target,final_acc,total_time
0.0,0.0,0,4.677382834196091,11,0.9402999877929688,4.844148184537888
0.0,0.0,1,4.6818905768394465,11,0.9449999928474426,4.849847562313079
0.0,0.0,2,4.689992331981659,11,0.9440000057220459,4.858563086986542
0.0,0.0,3,4.70846798491478,11,0.9430999755859375,4.876800687551499
0.0,0.0,4,4.712807637929916,11,0.9423999786376953,4.882289937734603
0.0,0.0,5,4.725548245191575,11,0.9423999786376953,4.895365017652513
0.0,0.0,6,4.740421476125717,11,0.9414999485015869,4.910881696462631
0.0,0.0,7,4.737082998275756,11,0.9443999528884888,4.906164815902709
0.0,0.0,8,4.736122808218002,11,0.9437999725341797,4.906620824575423
0.0,0.0,9,4.745544545173645,11,0.9440999627113342,4.915646428108215
0.0,0.05,0,4.77334538269043,11,0.9430999755859375,4.943927688598634
0.0,0.05,1,4.7718694992065425,11,0.9414999485015869,4.942685523986816
0.0,0.05,2,4.423560203552246,10,0.9370999932289124,4.594513740539551
0.0,0.05,3,4.781629447937012,11,0.9423999786376953,4.951957740783691
0.0,0.05,4,4.768836159467697,11,0.942799985408783,4.939876518964767
0.0,0.05,5,4.689724436283111,11,0.9402999877929688,4.862187769412994
0.0,0.05,6,4.78096549987793,11,0.9411999583244324,4.952087036132813
0.0,0.05,7,4.776258474111557,11,0.9416999816894531,4.947825093984603
0.0,0.05,8,4.7741069314479825,11,0.9426999688148499,4.945512784719467
0.0,0.05,9,4.782913155078888,11,0.9430999755859375,4.954128349781037
0.0,0.1,0,4.790186334133148,11,0.9435999989509583,4.96139040517807
0.0,0.1,1,4.792562782287597,11,0.942799985408783,4.9640796432495105
0.0,0.1,2,4.795104782104492,11,0.9420999884605408,4.966290740966796
0.0,0.1,3,4.788324122190475,11,0.9422999620437622,4.960631357908248
0.0,0.1,4,4.700910886764527,11,0.9409999847412109,4.873052228927613
0.0,0.1,5,4.7718778469562535,11,0.9432999491691589,4.944009682893753
0.0,0.1,6,4.7887992930412295,11,0.9408999681472778,4.960462882518769
0.0,0.1,7,4.795684722900391,11,0.9416999816894531,4.967233871459961
0.0,0.1,8,4.793095350503922,11,0.9429000020027161,4.964220945596695
0.0,0.1,9,4.794541008234025,11,0.9418999552726746,4.965222358942032
0.0,0.15,0,4.78814306640625,11,0.9409999847412109,4.959424057006836
0.0,0.15,1,4.782946681976319,11,0.9424999952316284,4.954786006927491
0.0,0.15,2,4.795117858886719,11,0.943399965763092,4.966387237548829
0.0,0.15,3,4.707596192359925,11,0.9423999786376953,4.879545762062073
0.0,0.15,4,4.782127231836319,11,0.9448999762535095,4.953712925195694
0.0,0.15,5,4.444601990699767,10,0.9372999668121338,4.617608063697814
0.0,0.15,6,4.794834436655044,11,0.9429999589920044,4.96631513428688
0.0,0.15,7,4.789341222763062,11,0.9402999877929688,4.961265188217163
0.0,0.15,8,4.787740661144257,11,0.9417999982833862,4.959513839244843
0.0,0.15,9,4.787279827833176,11,0.9426999688148499,4.960128857374191
0.0,0.2,0,4.4403367161750795,10,0.9402999877929688,4.611616364002228
0.0,0.2,1,4.784825750589371,11,0.9420999884605408,4.956786901712418
0.0,0.2,2,4.797460891723633,11,0.941100001335144,4.968553344726563
0.0,0.2,3,4.787067797660828,11,0.943399965763092,4.958655505180359
0.0,0.2,4,4.704779207468032,11,0.942799985408783,4.8768710501194
0.0,0.2,5,4.791291247844696,11,0.9434999823570251,4.9630556674003605
0.0,0.2,6,4.794502914428711,11,0.9434999823570251,4.966086395263672
0.0,0.2,7,4.788003275871276,11,0.9422999620437622,4.958932551383971
0.0,0.2,8,4.798519943237305,11,0.9432999491691589,4.970301376342774
0.0,0.2,9,4.879341108083725,11,0.9423999786376953,5.051383252859116
0.0,0.25,0,4.7881441073417665,11,0.943399965763092,4.959150226116181
0.0,0.25,1,4.795111991643905,11,0.9448999762535095,4.967410651922226
0.0,0.25,2,4.798636817932128,11,0.9422000050544739,4.969034034729003
0.0,0.25,3,4.791106817007064,11,0.9437999725341797,4.9634725396633135
0.0,0.25,4,4.797818061828613,11,0.9426999688148499,4.969896080017089
0.0,0.25,5,4.801307189941406,11,0.9431999921798706,4.973846237182617
0.0,0.25,6,4.709076377868652,11,0.9444999694824219,4.880293495178223
0.0,0.25,7,4.882320907592773,11,0.9429000020027161,5.053572708129883
0.0,0.25,8,4.791264183282853,11,0.9417999982833862,4.963280464410783
0.0,0.25,9,4.792846024751664,11,0.943399965763092,4.964195588350297
0.05,0.0,0,4.793815117597581,11,0.9431999921798706,4.965895058393479
0.05,0.0,1,4.795105506420135,11,0.9405999779701233,4.96690262556076
0.05,0.0,2,4.795275932312013,11,0.9418999552726746,4.966407585144044
0.05,0.0,3,4.784991352081299,11,0.941100001335144,4.9568818550109865
0.05,0.0,4,4.795156767368316,11,0.9429999589920044,4.966780485630035
0.05,0.0,5,4.7880679187774655,11,0.9424999952316284,4.960262895584106
0.05,0.0,6,4.794437796115876,11,0.9426999688148499,4.966492804050446
0.05,0.0,7,4.783780458688736,11,0.9438999891281128,4.955239717721939
0.05,0.0,8,4.791576701164245,11,0.944599986076355,4.964180186271667
0.05,0.0,9,4.791872601509094,11,0.941100001335144,4.9634582948684685
0.05,0.05,0,4.798803877353667,11,0.9422999620437622,4.97062887430191
0.05,0.05,1,4.781409448623657,11,0.9419999718666077,4.953930063247681
0.05,0.05,2,4.805209692001344,11,0.9414999485015869,4.977212987899781
0.05,0.05,3,4.799099021434785,11,0.9440000057220459,4.97037873029709
0.05,0.05,4,4.719260640382767,11,0.9416999816894531,4.891415166139603
0.05,0.05,5,4.79743743801117,11,0.9423999786376953,4.9691231069564825
0.05,0.05,6,4.720715234279632,11,0.9414999485015869,4.892305596828461
0.05,0.05,7,4.434787427425385,10,0.9387999773025513,4.606886334896088
0.05,0.05,8,4.797100099563599,11,0.945099949836731,4.968631715774536
0.05,0.05,9,4.794942099809647,11,0.94159996509552,4.966782416582108
0.05,0.1,0,4.801294998168946,11,0.9408999681472778,4.973868209838868
0.05,0.1,1,4.805864074707031,11,0.9441999793052673,4.978585800170898
