seed,final_acc,time_to_94,epoch_to_94,total_time
,0.9408999681472778,4.672851133108139,11,4.838788892507553
,0.9429999589920044,4.682972052335739,11,4.85044306063652
,0.9424999952316284,4.694455597877503,11,4.862752945899963
,0.9436999559402466,4.695868849277496,11,4.865094282627106
,0.9422000050544739,4.718656318664551,11,4.888732826232911
,0.9382999539375305,4.636347527027131,11,4.805936012744905
,0.9424999952316284,4.6413691110610955,11,4.811154618263244
,0.942799985408783,4.734524329900742,11,4.904977607488632
,0.942799985408783,4.738903659343719,11,4.909154605388641
,0.9449999928474426,4.750054294109344,11,4.920678683757782
,0.9432999491691589,4.735899075031281,11,4.90629410982132
,0.9413999915122986,4.749329690694809,11,4.920005334615707
,0.9375999569892883,4.404449102640152,10,4.575083669900894
,0.9383999705314636,4.416853553771972,10,4.588191566467285
,0.9424999952316284,4.765915065288544,11,4.937346843242645
,0.9420999884605408,4.769573158264161,11,4.940381797790528
,0.9426999688148499,4.773707145690918,11,4.944880943298339
,0.9416999816894531,4.683311911582947,11,4.855014151573181
,0.9425999522209167,4.768982706069947,11,4.940246423721314
,0.9398999810218811,4.688262027502059,11,4.859795596837997
,0.9437999725341797,4.77096954369545,11,4.942097610712051
,0.9443999528884888,4.688678098440169,11,4.860466230154037
,0.9431999921798706,4.685521229028702,11,4.857444813013077
,0.9448999762535095,4.771883781433105,11,4.943391685485839
,0.942799985408783,4.774519839286804,11,4.946247164726257
,0.9440000057220459,4.7687318830490115,11,4.940437418937684
,0.9431999921798706,4.777801713943481,11,4.949811281204224
,0.9432999491691589,4.7716827588081365,11,4.9430912060737615
,0.9411999583244324,4.7755274076461784,11,4.947823855400085
,0.9441999793052673,4.786068969726563,11,4.95838070678711
,0.9432999491691589,4.690739819765092,11,4.862759244203569
,0.9419999718666077,4.693186165809631,11,4.864967278480529
,0.942799985408783,4.697094565391541,11,4.868515265464783
,0.9422000050544739,4.694770523786545,11,4.865970658063889
,0.9426999688148499,4.787316871643067,11,4.959328651428223
,0.9414999485015869,4.768911374807358,11,4.940588758230209
,0.9412999749183655,4.6908685879707335,11,4.862304943561554
,0.9416999816894531,4.784122451782227,11,4.956543930053711
,0.9451999664306641,4.77272053027153,11,4.945234797239304
,0.9429999589920044,4.77952184700966,11,4.950698330163957
,0.9438999891281128,4.7771522109508515,11,4.9508624160289765
,0.9429000020027161,4.774047500610352,11,4.944580078125
,0.9431999921798706,4.779533304214477,11,4.950500818252563
,0.9455999732017517,4.776936507463455,11,4.948676894426346
,0.9431999921798706,4.780250252246857,11,4.951827080249786
,0.9425999522209167,4.77522882604599,11,4.947434834957123
,0.9409999847412109,4.7633171479702,11,4.9349021394252786
,0.9413999915122986,4.764673847198487,11,4.936994907379151
,0.9429000020027161,4.779183084726333,11,4.951719751596451
,0.9407999515533447,4.7820889816284184,11,4.954243858337403
