seed,final_acc,time_to_94,epoch_to_94,total_time
,0.9429000020027161,4.688904716491699,11,4.855831443786621
,0.9438999891281128,4.692318351268768,11,4.859946540355682
,0.9436999559402466,4.700371582269668,11,4.8682260744571675
,0.939300000667572,4.361316561222076,10,4.530051561832428
,0.9440000057220459,4.716161415100098,11,4.885278465270996
,0.9409999847412109,4.719736645698547,11,4.889816906929016
,0.9437999725341797,4.743637840270996,11,4.912685203552247
,0.944599986076355,4.734511272668838,11,4.904423946619033
,0.9416999816894531,4.650461070775985,11,4.821631114721297
,0.9409999847412109,4.741132828712463,11,4.911284958839417
,0.9380999803543091,4.409820704460144,10,4.579961176872254
,0.9376999735832214,4.408123382568359,10,4.579480178833007
,0.9406999945640564,4.761108116149901,11,4.93178879547119
,0.9431999921798706,4.673242025852203,11,4.844429037570953
,0.9416999816894531,4.761753682613373,11,4.933033101558685
,0.9416999816894531,4.764207892417907,11,4.9355475072860715
,0.9417999982833862,4.683827023267746,11,4.855195950269699
,0.9416999816894531,4.688418556690216,11,4.859697243213653
,0.9441999793052673,4.783428153991699,11,4.955460029602051
,0.9440000057220459,4.774942840576172,11,4.946189819335937
,0.9452999830245972,4.775596034765243,11,4.947313670873641
,0.9422000050544739,4.781602149963379,11,4.952596321105957
,0.9434999823570251,4.784814051151276,11,4.957348902225495
,0.94159996509552,4.779409542798996,11,4.951095394849777
,0.9429999589920044,4.786612283706666,11,4.95831762123108
,0.9394999742507935,4.783318778514862,11,4.955337592601776
,0.9424999952316284,4.778124937057496,11,4.950928968429566
,0.9418999552726746,4.773609875679017,11,4.9446815309524546
,0.9425999522209167,4.785925326824188,11,4.958146090984344
,0.9444999694824219,4.78086649465561,11,4.952359109401704
,0.9420999884605408,4.700833917140961,11,4.874174645900727
,0.9426999688148499,4.790916688919068,11,4.961911790847779
,0.9412999749183655,4.700557563066482,11,4.873009299516678
,0.9432999491691589,4.795366159200669,11,4.9684521424770365
,0.9407999515533447,4.799387038707733,11,4.970426650524139
,0.9373999834060669,4.4280652117729185,10,4.600140956401825
,0.94159996509552,4.784581290483474,11,4.95698711323738
,0.939300000667572,4.701628249168396,11,4.8739278707504265
,0.9438999891281128,4.794029602527618,11,4.96592297410965
,0.9418999552726746,4.796402088642121,11,4.968746159076691
,0.9429999589920044,4.796021835088729,11,4.967866317510604
,0.9452999830245972,4.795990546464921,11,4.96846207356453
,0.9435999989509583,4.802454299926758,11,4.975585403442383
,0.9402999877929688,4.798725779533386,11,4.971076441764832
,0.9405999779701233,4.719007539033889,11,4.891319092988967
,0.9430999755859375,4.7922021336555485,11,4.965154129505158
,0.9424999952316284,4.798309087276459,11,4.971518529415131
,0.9422999620437622,4.801949277639389,11,4.974431257009506
,0.9432999491691589,4.793546719551086,11,4.965617413520813
,0.9434999823570251,4.799373482942581,11,4.971344842195511
